FID,LGA,VM_PARCEL_,VM_PARCE_1,DATA_SOURC,OS_CATEGOR,OS_CATEG_2,OWNER_TYPE,PARK_NAME,OS_STATUS,OS_ACCESS,HA,WATER_BODY,OS_TYPE,OWNER_NAME,Image_URL,VPA_ID,SHAPE_Leng,SHAPE_Area
34001,MELBOURNE,N\PP5514D,"202948136",VM CL Parcels,Parks and gardens,Not applicable,Crown,Alexandra Gardens,Existing,Open,1.536000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35800,0.004924715952552,0.000001571801041
34009,MELBOURNE,2035\PP3084,"220820879",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,35.682000000000002,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35808,0.074849440672206,0.000036512077791
34010,MELBOURNE,1\TP808911,"213088575",Manual addition,Natural and semi-natural open space,Not applicable,Public authority,Moonee Ponds Creek,Existing,Open,2.847200000000000,Yes,Public open space,Port of Melbourne Corporation,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35809,0.012099797029223,0.000002913186940
34011,MELBOURNE,2025\PP5514B,"219296343",VM Parcels,Parks and gardens,Not applicable,Crown,Howard & William Street Reserve,Existing,Open,0.066300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35810,0.001429002579761,0.000000067808313
34013,MELBOURNE,2011\PP2796G,"219187022",VM Parcels,Parks and gardens,Not applicable,Crown,Ievers Reserve,Existing,Open,0.058300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35812,0.001460674272625,0.000000059633598
34014,MELBOURNE,19~19\PP2541,"206083232",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Wildlife Sanctuary,Existing,Open,0.547600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35813,0.003645144609366,0.000000560146593
34017,MELBOURNE,3\PS638633,"215855976",Melbourne City Council Park Status,Sportsfields and organised recreation,Not applicable,Local government,J J Holland Park,Existing,Open,8.987100000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35816,0.022207059674719,0.000009193377296
34020,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.267000000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35819,0.007325568649030,0.000001296539759
34023,MELBOURNE,1\TP838048,"207758994",VM Parcels,Recreation corridor,Local link,Local government,Altona Street Reserve,Existing,Open,0.028200000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35300,0.000688847161035,0.000000028875808
34024,MELBOURNE,RES1\PS340235,"1375233",ARCUE2002,Parks and gardens,Neighbourhood link,Local government,Westbourne Road Reserve,Existing,Open,1.585600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35822,0.016956939086950,0.000001621923051
34025,MELBOURNE,RES4\LP219647,"211474686",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.079200000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35823,0.002916873690443,0.000000080995558
34026,MELBOURNE,3\PS638633,"215855976",Melbourne City Council Park Status,Parks and gardens,Not applicable,Local government,J J Holland Park,Existing,Open,0.099700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35301,0.001746498905105,0.000000101977219
34027,MELBOURNE,2086A\PS623491,"209287096",Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Flinders & Spencer Street Reserve,Existing,Open,0.046400000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35400,0.000879413822825,0.000000047436611
34028,MELBOURNE,2\TP901746,"216814309",VM Parcels,Natural and semi-natural open space,Regional link,Local government,Maribyrnong River Bike Trail,Existing,Open,0.019300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35824,0.000776848288268,0.000000019694606
34029,MELBOURNE,PC373948,"52539245",Manual addition,Parks and gardens,Not applicable,Crown,Westgate Park,Existing,Open,0.872200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35401,0.004097591770355,0.000000892624035
34031,MELBOURNE,3\PS638633,"215855976",Melbourne City Council Park Status,Parks and gardens,Not applicable,Local government,J J Holland Park,Existing,Open,0.825900000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35302,0.004368067843027,0.000000844852494
34032,MELBOURNE,RES1\PS545345,"420703463",Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Buluk Park,Existing,Open,0.379700000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35402,0.002732055597870,0.000000388548438
34033,MELBOURNE,2389\PP2796,"211210945",VM CL Parcels,Natural and semi-natural open space,Not applicable,Crown,Moonee Ponds Creek Frontage - Melbourne,Existing,Open,0.022500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35826,0.000975530596350,0.000000023059030
34034,MELBOURNE,RES1\PS703940,"218817649",Melbourne City Council Park Status,Parks and gardens,Neighbourhood link,Local government,Warun Biik Park,Existing,Open,0.109300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35303,0.002992063291410,0.000000111783408
34035,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,King & Victoria Street Reserve,Existing,Open,0.047200000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35403,0.001176677456657,0.000000048271683
34036,MELBOURNE,11~K\PP5514B,"202887239",VM CL Parcels,Parks and gardens,Not applicable,Crown,Eades Park,Existing,Open,0.332700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35827,0.003230223693508,0.000000340392797
34037,MELBOURNE,RES2\PS428642,"204124742",VM Parcels,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.012300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35304,0.000651158959576,0.000000012573419
34038,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Curzon Street Reserve,Existing,Open,0.025200000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35404,0.000752168959063,0.000000025766952
34039,MELBOURNE,D\PP5514D,"52560911",VM CL Parcels,Parks and gardens,Not applicable,Crown,Marquis of Linlithgow Memorial Reserve,Existing,Open,0.234700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35828,0.002117205144759,0.000000240163172
34040,MELBOURNE,5\PS512048,"212246914",Manual addition,Parks and gardens,Metropolitan link,NO DATA,,Existing,Open,0.783400000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35305,0.006924227405483,0.000000801532144
34041,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Hawke & King Street Reserve,Existing,Open,0.057300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35405,0.001094406005454,0.000000058624770
34042,MELBOURNE,T\PP5514D,"52563697",VM CL Parcels,Parks and gardens,Metropolitan link,Crown,Alexandra Park,Existing,Open,0.763700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35829,0.005794610881290,0.000000781532046
34044,MELBOURNE,2020\PP5514B,"212839431",VM Parcels,Parks and gardens,Not applicable,Crown,Hawke & Curzon Street Reserve,Existing,Open,0.009100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35406,0.000450743376427,0.000000009356835
34045,MELBOURNE,X\PP5514D,"202948045",VM CL Parcels,Parks and gardens,Not applicable,Crown,Alexandra Gardens,Existing,Open,0.871200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35830,0.012140407580829,0.000000891451958
34047,MELBOURNE,2173\PP2541,"212684326",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River Bike Trail,Existing,Open,0.091600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35831,0.003418836368788,0.000000093737580
34049,MELBOURNE,2021\PP5514B,"212839447",VM Parcels,Parks and gardens,Not applicable,Crown,Hawke & Curzon Street Reserve,Existing,Open,0.118300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35407,0.001731130662478,0.000000120988725
34050,MELBOURNE,2175\PP2541,"212684329",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River Bike Trail,Existing,Open,0.028900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35832,0.001109152807536,0.000000029611698
34052,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Wellington Crescent,Existing,Open,0.036500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35408,0.000712231722471,0.000000037312419
34053,MELBOURNE,2114\PP5514A,"220622314",VM CL Parcels,Parks and gardens,Not applicable,Crown,Yarra Park,Existing,Open,21.405300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35833,0.029064239569804,0.000021903965001
34055,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Wellington Crescent,Existing,Open,0.010500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35409,0.000371286820638,0.000000010724106
34057,MELBOURNE,2\PS332291,"9507",VM Parcels,Parks and gardens,Not applicable,Local government,City Road Park,Existing,Open,0.027500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35311,0.000687336465987,0.000000028095731
34058,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Wellington Crescent,Existing,Open,0.042100000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35410,0.000898638677888,0.000000043038315
34060,MELBOURNE,2\PS446284,"209907373",Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Scots Church,Existing,Open,0.004800000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35411,0.000292444407709,0.000000004909928
34064,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.720400000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35314,0.009552746477706,0.000001760487392
34066,MELBOURNE,6D~99A\PP2796,"220867784",Manual addition,Natural and semi-natural open space,Not applicable,Crown,Moonee Ponds Creek,Existing,Open,0.981600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35413,0.006443114326534,0.000001003960302
34070,MELBOURNE,2018\PP3083,"211911531",Manual addition,Recreation corridor,Local link,Crown,,Existing,Open,0.034500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35316,0.000853133915959,0.000000035326360
34073,MELBOURNE,2\LP66113,"203156658",Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,St Augustines Church,Existing,Open,0.020500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35317,0.000693070757556,0.000000021017010
34074,MELBOURNE,2\LP66113,"203156658",Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,St Augustines Church,Existing,Open,0.050100000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35318,0.000970110814184,0.000000051227998
34075,MELBOURNE,,"202695774",VM Parcels,Parks and gardens,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.000300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35839,0.000096366997586,0.000000000296693
34077,MELBOURNE,2274\PP5514C,"219562369",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Customs Square,Existing,Open,0.073300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35319,0.001636589849764,0.000000074962137
34078,MELBOURNE,B5~2\PP2541,"151477440",VM CL Parcels,Parks and gardens,Neighbourhood link,Crown,Kensington Hall Reserve Parklands,Existing,Open,0.220400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35840,0.002685348549276,0.000000225382665
34081,MELBOURNE,12D~57\PP3084B,"206278372",VM CL Parcels,Parks and gardens,Not applicable,Crown,Westgate Park,Existing,Open,1.423300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35841,0.008150401769810,0.000001456622772
34083,MELBOURNE,RES1\PS704428,"218953685",VM Parcels,Parks and gardens,Not applicable,NO DATA,Victoria Green,Existing,Open,0.335900000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35321,0.002281706517427,0.000000343681672
34086,MELBOURNE,RES1\LP210799,"211474594",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.164500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35322,0.002612223399866,0.000000168292479
34087,MELBOURNE,2327\PP2796,"206419154",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park Parkland,Existing,Open,0.847800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35843,0.012144724786148,0.000000867181599
34089,MELBOURNE,RES5\LP219647,"211474835",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.104800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35323,0.003462441569413,0.000000107159083
34090,MELBOURNE,2356\PP2796,"206449529",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,4.071700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35844,0.014012145463542,0.000004164686747
34092,MELBOURNE,RES5\LP216438,"211480801",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Kensington Hall Reserve,Existing,Open,0.186200000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35324,0.002148281135347,0.000000190469874
34098,MELBOURNE,2D~4\PP5514A,"152107962",VM Parcels,Parks and gardens,Not applicable,Crown,Parliament Place,Existing,Open,0.049100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35326,0.000909320048738,0.000000050206653
34101,MELBOURNE,2342\PP3084D,"217316250",ARCUE2002,Parks and gardens,Not applicable,Crown,NO DATA,Existing,Open,0.109800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35327,0.001793036407608,0.000000112364827
34102,MELBOURNE,RES1\PS415065,"202834346",VM Parcels,Recreation corridor,Neighbourhood link,Local government,Riverside Park,Existing,Open,0.089600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35848,0.002422020004426,0.000000091622149
34104,MELBOURNE,2092\PP5514C,"53046470",VM Parcels,Parks and gardens,Not applicable,NO DATA,Burston Reserve,Existing,Open,0.189400000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35328,0.002280063071998,0.000000193837284
34107,MELBOURNE,21D~1\PP5514C,"1393745",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Gillott Reserve/Tianjin Gardens,Existing,Open,0.052800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35329,0.001821949521276,0.000000053994386
34109,MELBOURNE,RES1\PS428642,"52680623",VM Parcels,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.320700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35427,0.002655247141828,0.000000328006120
34110,MELBOURNE,2~27\PP5514C,"1394751",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,State Library Forecourt,Existing,Open,0.339200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35330,0.002686315152044,0.000000347020555
34111,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.793300000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35851,0.009747575220207,0.000001835073105
34112,MELBOURNE,RES5\PS405729,"202834343",VM Parcels,Recreation corridor,Neighbourhood link,Local government,Riverside Park,Existing,Open,0.040800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35428,0.000957491927174,0.000000041685963
34113,MELBOURNE,RES\LP132878,"52749530",VM Parcels,Natural and semi-natural open space,Regional link,Local government,Maribyrnong River Bike Trail,Existing,Open,0.022800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35331,0.000780792991226,0.000000023324635
